"","Race","Gender","traffic","Arrest","BondAmount","druggun","Patrol","Officer","Date","Day","Time","qol","UseOfForce","SearchConducted","Stopped","TimeZone"
"4528","White","Man",FALSE,FALSE,NA,FALSE,"D4","SWANSON, L.  (23388)  UPB",2020-05-01,"Fri",04:26:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4529","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","ROWSEY, J.  (22157)  UPB",2018-10-03,"Wed",03:07:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4530","White","Man",FALSE,FALSE,2000,FALSE,"D4","WEISS, J. M. (21392)  UPB",2020-09-26,"Sat",01:20:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4531","White","Man",FALSE,FALSE,1000,FALSE,"D4","CHOLULA, J.  (23796)  UPB",2019-10-05,"Sat",03:01:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4532","White","Man",FALSE,FALSE,1500,FALSE,"D4","KORNEGAY, T. L. (24247)  UPB",2020-03-28,"Sat",04:12:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4533","White","Man",FALSE,FALSE,1000,FALSE,"D4","DELOATCH, I. W. (14775)  UPB",2021-03-05,"Fri",16:30:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4534","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","WALLER, B. C. (22880)  UPB",2020-05-12,"Tue",01:54:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4535","White","Man",FALSE,TRUE,5000,FALSE,"D4","EVANS, B. G. (24764)  UPB",2021-04-05,"Mon",03:56:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4536","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","SWANSON, L.  (23388)  UPB",2019-02-21,"Thu",17:43:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4537","White","Man",FALSE,FALSE,500,FALSE,"D4","SWANSON, L.  (23388)  UPB",2020-02-04,"Tue",21:34:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4538","White","Man",FALSE,TRUE,2000,FALSE,"D4","SWANSON, L.  (23388)  UPB",2020-02-04,"Tue",21:59:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4539","White","Man",FALSE,TRUE,11000,FALSE,"D4","LYNDE, N. J. (17567)  ISB",2020-05-06,"Wed",14:19:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4540","White","Woman",FALSE,FALSE,NA,FALSE,"D4","ROSE, J. T. (19386)  UPB",2021-06-25,"Fri",13:45:00,TRUE,"Yes","Yes","Yes","US/Eastern"
"4541","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","STEPHENS, K. E. (6119)  UPB",2019-07-26,"Fri",22:54:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4542","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","HARTON, A. M. (20636)  ISB",2019-02-10,"Sun",16:55:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4543","White","Woman",FALSE,TRUE,5000,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2020-08-23,"Sun",11:01:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4544","White","Woman",FALSE,TRUE,NA,FALSE,"D4","GARDNER, B. K. (17692)  UPB",2021-11-03,"Wed",20:03:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4545","White","Woman",FALSE,TRUE,NA,FALSE,"D4","GARDNER, B. K. (17692)  UPB",2021-11-03,"Wed",20:18:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4546","White","Woman",FALSE,TRUE,NA,FALSE,"D4","GARDNER, B. K. (17692)  UPB",2021-11-03,"Wed",20:21:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4547","White","Man",FALSE,FALSE,1500,TRUE,"D4","HEIB, E.  (23807)  UPB",2020-05-22,"Fri",03:41:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4548","Black","Man",FALSE,TRUE,500000,FALSE,"D4","FREEMAN, B.  (23370)  UPB",2019-04-06,"Sat",11:53:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4549","Black","Man",FALSE,FALSE,100000,TRUE,"D4","HEMBRICK, M. T. (6342)  UPB",2021-08-08,"Sun",13:34:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4550","Black","Man",FALSE,FALSE,NA,FALSE,"D4","JUDY, M. A. (20646)  UPB",2020-05-02,"Sat",11:40:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4551","Black","Man",FALSE,TRUE,NA,FALSE,"D4","MUES, M. D. (0798)  UPB",2020-06-27,"Sat",16:52:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4552","White","Man",FALSE,TRUE,NA,FALSE,"D4","CHOLULA, J.  (23796)  UPB",2019-10-10,"Thu",17:43:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4553","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","SWANSON, L.  (23388)  UPB",2021-09-05,"Sun",08:30:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4554","Black","Woman",TRUE,FALSE,2000,TRUE,"D4","STUART, T.  (23813)  UPB",2019-05-18,"Sat",04:36:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4555","Black","Man",FALSE,FALSE,5000,FALSE,"D4","HARRIS, T. K. (25593)  UPB",2022-02-28,"Mon",10:26:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4556","Black","Man",FALSE,FALSE,NA,FALSE,"D4","GRAP, C. L. (25403)  UPB",2022-04-04,"Mon",17:03:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4557","Black","Man",FALSE,TRUE,NA,FALSE,"D4","GRAP, C. L. (25403)  UPB",2022-04-04,"Mon",17:03:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4558","Black","Man",FALSE,FALSE,NA,FALSE,"D4","GREEN, B.  (23800)  UPB",2019-11-24,"Sun",21:50:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4559","Black","Man",FALSE,FALSE,NA,FALSE,"D4","KING, T. G. (24189)  UPB",2020-05-16,"Sat",22:07:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4560","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","BEST, C.  (23323)  UPB",2021-10-17,"Sun",22:11:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4561","Black","Man",FALSE,TRUE,NA,TRUE,"D4","EVANS, B. G. (24764)  UPB",2021-02-06,"Sat",23:55:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4562","Black","Man",TRUE,FALSE,NA,FALSE,"D4","TALLEY, T. C. (22144)  ISB",2018-11-10,"Sat",05:43:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4563","Black","Man",FALSE,FALSE,NA,TRUE,"D4","TALLEY, T. C. (22144)  ISB",2018-11-10,"Sat",07:13:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4564","Black","Man",FALSE,FALSE,10000,TRUE,"D4","GILLIS, J.  (22161)  UPB",2020-12-24,"Thu",14:12:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4565","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","PETRALIA, A.  (23384)  UPB",2020-02-20,"Thu",15:23:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4566","Black","Man",FALSE,FALSE,NA,FALSE,"D4","OAKLEY, S.  (23829)  UPB",2022-02-18,"Fri",02:26:00,TRUE,"Yes","Yes","Yes","US/Eastern"
"4567","Black","Man",FALSE,TRUE,100000,FALSE,"D4","WALLER, B. C. (22880)  UPB",2022-03-17,"Thu",17:16:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4568","Black","Man",FALSE,TRUE,NA,FALSE,"D4","DAVIS, H. L. (8160)  UPB",2021-10-17,"Sun",11:18:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4569","Black","Man",FALSE,TRUE,1,TRUE,"D4","FLIPPIN, R.  (20423)  UPB",2019-10-14,"Mon",23:31:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4570","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2020-09-30,"Wed",03:47:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4571","White","Man",FALSE,TRUE,NA,FALSE,"D4","SINES, J. D. (22154)  UPB",2019-03-22,"Fri",23:09:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4572","Black","Man",FALSE,FALSE,2500,FALSE,"D4","LAUZON, J. L. (21850)  UPB",2019-10-04,"Fri",17:04:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4573","Black","Woman",FALSE,FALSE,1500,FALSE,"D4","EVANS, B. G. (24764)  UPB",2022-05-01,"Sun",05:14:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4574","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","HEIB, E.  (23807)  UPB",2021-07-31,"Sat",14:00:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4575","White","Man",FALSE,FALSE,NA,FALSE,"D4","ALSTON, T. W. (14626)  UPB",2019-03-26,"Tue",03:06:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4576","Black","Man",FALSE,FALSE,5000,FALSE,"D4","BARNES, J.  (23373)  UPB",2019-04-07,"Sun",00:13:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4577","White","Man",FALSE,FALSE,NA,FALSE,"D4","WALLER, B. C. (22880)  UPB",2019-05-14,"Tue",05:44:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4578","Black","Woman",FALSE,FALSE,1000,FALSE,"D4","JUDY, M. A. (20646)  UPB",2019-07-11,"Thu",22:30:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4579","Black","Man",FALSE,FALSE,1500,FALSE,"D4","SWANSON, L.  (23388)  UPB",2020-07-31,"Fri",20:36:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4580","Black","Man",FALSE,TRUE,NA,FALSE,"D4","QUESADA, A.  (23794)  UPB",2019-06-10,"Mon",18:46:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4581","White","Woman",FALSE,FALSE,1500,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2021-05-23,"Sun",02:13:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4582","White","Man",FALSE,TRUE,NA,FALSE,"D4","BEST, C.  (23323)  UPB",2018-11-17,"Sat",17:33:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4583","Black","Woman",FALSE,FALSE,1000,FALSE,"D4","KING, T. G. (24189)  UPB",2020-08-05,"Wed",11:28:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4584","Black","Woman",FALSE,FALSE,2000,FALSE,"D4","SWANSON, L.  (23388)  UPB",2021-08-25,"Wed",13:31:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4585","Black","Man",FALSE,TRUE,50000,FALSE,"D4","STEWART, J. M. (21145)  ISB",2021-12-14,"Tue",15:00:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4586","Black","Man",FALSE,TRUE,NA,FALSE,"D4","FLAMION, J. L. (18600)  ISB",2019-10-10,"Thu",20:25:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4587","Black","Man",FALSE,TRUE,NA,FALSE,"D4","BARNES, J.  (23373)  UPB",2019-07-18,"Thu",20:16:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4588","Black","Man",FALSE,FALSE,2500,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2021-10-09,"Sat",04:19:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4589","White","Man",TRUE,FALSE,1500,FALSE,"D4","HARRIS, T. K. (25593)  UPB",2022-03-06,"Sun",04:15:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4590","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","WEISS, J. M. (21392)  UPB",2019-02-23,"Sat",13:45:00,TRUE,"Yes","Yes","Yes","US/Eastern"
"4591","Black","Woman",FALSE,FALSE,500,FALSE,"D4","BANTON, W.  (23376)  ISB",2019-02-26,"Tue",23:04:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4592","Black","Woman",FALSE,FALSE,5000,FALSE,"D4","HEIB, E.  (23807)  UPB",2021-01-06,"Wed",18:35:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4593","Black","Man",FALSE,FALSE,NA,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2021-08-04,"Wed",02:30:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4594","Black","Man",FALSE,TRUE,NA,TRUE,"D4","MASNIK, E. I. (22849)  UPB",2020-05-19,"Tue",17:26:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4595","Black","Man",FALSE,TRUE,NA,FALSE,"D4","NOHE, L. A. (24988)  UPB",2021-04-01,"Thu",23:04:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4596","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","SCHIEFERLY, N.  (21484)  UPB",2019-11-20,"Wed",14:24:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4597","White","Man",TRUE,FALSE,2000,FALSE,"D4","SWANSON, L.  (23388)  UPB",2021-11-09,"Tue",01:06:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4598","Black","Man",FALSE,TRUE,3000,FALSE,"D4","WIESEMANN, C. E. (6297)  UPB",2021-07-02,"Fri",01:38:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4599","Black","Man",FALSE,FALSE,100,FALSE,"D4","GONZALES, C. R. (22155)  UPB",2020-07-01,"Wed",13:26:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4600","Black","Man",FALSE,TRUE,NA,FALSE,"D4","HEIB, E.  (23807)  UPB",2021-08-18,"Wed",15:27:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4601","White","Woman",FALSE,TRUE,10000,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2019-10-08,"Tue",10:31:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4602","White","Man",FALSE,TRUE,NA,FALSE,"D4","HEIB, E.  (23807)  UPB",2019-11-08,"Fri",04:59:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4603","Black","Man",FALSE,FALSE,15000,TRUE,"D4","GILLIS, J.  (22161)  UPB",2020-01-26,"Sun",13:58:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4604","Black","Man",FALSE,TRUE,1500,FALSE,"D4","GILLIS, J.  (22161)  UPB",2020-01-26,"Sun",14:09:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4605","Black","Man",FALSE,TRUE,NA,TRUE,"D4","HEIB, E.  (23807)  UPB",2020-10-07,"Wed",10:40:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4606","White","Man",FALSE,TRUE,4000,FALSE,"D4","SCHIEFERLY, N.  (21484)  UPB",2019-10-31,"Thu",12:35:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4607","White","Man",FALSE,TRUE,NA,FALSE,"D4","SCHIEFERLY, N.  (21484)  UPB",2019-10-31,"Thu",12:35:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4608","Black","Man",FALSE,FALSE,5000,FALSE,"D4","VASQUEZ, B. N. (24253)  UPB",2021-09-22,"Wed",21:08:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4609","Black","Man",FALSE,FALSE,20000,FALSE,"D4","PARKSTONE, N.  (21823)  UPB",2021-06-19,"Sat",22:40:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4610","Black","Man",FALSE,FALSE,2500,FALSE,"D4","CRAVEN, J. F. (17111)  ADMN",2019-05-29,"Wed",21:22:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4611","Black","Man",FALSE,TRUE,1000,FALSE,"D4","WALLER, B. C. (22880)  UPB",2021-02-19,"Fri",13:32:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4612","Black","Man",FALSE,FALSE,7500,TRUE,"D4","WARREN, D. E. (24262)  UPB",2020-09-10,"Thu",00:58:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4613","Black","Woman",FALSE,FALSE,750,TRUE,"D4","GABBARD, J.  (12268)  ADMN",2022-01-22,"Sat",11:18:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4614","Black","Man",FALSE,TRUE,NA,FALSE,"D4","ADKINS, M.  (23908)  UPB",2020-02-19,"Wed",23:41:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4615","Black","Man",FALSE,TRUE,NA,TRUE,"D4","DANIELS, J. A. (18085)  ISB",2019-01-27,"Sun",18:08:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4616","Black","Man",FALSE,TRUE,1000,FALSE,"D4","GONZALES, C. R. (22155)  UPB",2021-11-15,"Mon",16:38:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4617","Black","Man",FALSE,TRUE,3500,FALSE,"D4","DAVIS, J. Z. (25582)  UPB",2021-11-15,"Mon",21:12:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4618","Black","Man",FALSE,FALSE,1500,FALSE,"D4","JUDY, M. A. (20646)  UPB",2020-08-06,"Thu",03:18:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4619","White","Man",FALSE,FALSE,1500,FALSE,"D4","SWANSON, L.  (23388)  UPB",2021-03-12,"Fri",22:32:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4620","White","Man",TRUE,FALSE,1500,FALSE,"D4","KORNEGAY, T. L. (24247)  UPB",2021-04-24,"Sat",03:15:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4621","Black","Man",FALSE,FALSE,1500,TRUE,"D4","SWANSON, L.  (23388)  UPB",2021-07-09,"Fri",11:11:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4622","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","JONES, B. N. (23841)  UPB",2022-05-20,"Fri",22:00:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4623","White","Woman",FALSE,FALSE,NA,FALSE,"D4","FARLOW, N. O. (24197)  UPB",2021-01-02,"Sat",21:10:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4624","Black","Man",FALSE,TRUE,1500,FALSE,"D4","HEIB, E.  (23807)  UPB",2020-10-09,"Fri",03:30:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4625","Black","Man",FALSE,FALSE,1500,FALSE,"D4","HEIB, E.  (23807)  UPB",2020-10-09,"Fri",04:04:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4626","Black","Man",FALSE,FALSE,25000,FALSE,"D4","SCHIEFERLY, N.  (21484)  UPB",2022-03-12,"Sat",20:51:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4627","Black","Man",FALSE,TRUE,NA,FALSE,"D4","WALLER, B. C. (22880)  UPB",2020-09-19,"Sat",17:44:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4628","Black","Man",FALSE,TRUE,NA,FALSE,"D4","WALKER, A. N. (7329)  OCOP",2021-12-19,"Sun",16:46:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4629","Black","Man",FALSE,TRUE,1000,FALSE,"D4","HENRY, H. F. (7093)  UPB",2019-01-10,"Thu",11:02:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4630","Black","Woman",FALSE,FALSE,1500,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2021-05-01,"Sat",13:10:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4631","Black","Man",FALSE,TRUE,NA,FALSE,"D4","RILEY, B. V. (12616)  ISB",2020-07-20,"Mon",14:00:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4632","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","WEISS, J. M. (21392)  UPB",2018-11-26,"Mon",00:55:00,TRUE,"Yes","Yes","Yes","US/Eastern"
"4633","Black","Woman",FALSE,FALSE,2500,FALSE,"D4","WALLER, B. C. (22880)  UPB",2021-04-24,"Sat",22:07:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4634","Black","Man",FALSE,TRUE,3000,FALSE,"D4","MCGLASSON, M. B. (21383)  U",2020-06-08,"Mon",11:38:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4635","Black","Man",FALSE,FALSE,1000,TRUE,"D4","WARREN, D. E. (24262)  UPB",2020-05-28,"Thu",23:14:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4636","Black","Man",FALSE,FALSE,1000,FALSE,"D4","SWANSON, L.  (23388)  UPB",2021-05-08,"Sat",02:53:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4637","White","Man",FALSE,FALSE,NA,FALSE,"D4","PETRALIA, A.  (23384)  UPB",2019-04-02,"Tue",04:23:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4638","White","Woman",FALSE,TRUE,2500,TRUE,"D4","SWANSON, L.  (23388)  UPB",2020-09-05,"Sat",17:01:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4639","Black","Man",FALSE,FALSE,2000,FALSE,"D4","PAULHUS, B. C. (20643)  ISB",2021-07-28,"Wed",13:45:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4640","Black","Man",FALSE,TRUE,1500,FALSE,"D4","VASQUEZ, B. N. (24253)  UPB",2021-11-15,"Mon",20:17:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4641","Black","Man",FALSE,FALSE,100000,TRUE,"D4","WEISS, J. M. (21392)  UPB",2020-09-18,"Fri",03:30:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4642","White","Woman",FALSE,TRUE,NA,FALSE,"D4","BARNES, J.  (23373)  UPB",2020-04-09,"Thu",18:03:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4643","Black","Man",FALSE,FALSE,1500,FALSE,"D4","WILKINS, C. D. (25001)  UPB",2021-01-12,"Tue",16:22:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4644","Black","Man",FALSE,FALSE,3000,TRUE,"D4","SWANSON, L.  (23388)  UPB",2019-09-28,"Sat",23:11:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4645","Black","Man",FALSE,FALSE,3000,TRUE,"D4","SWANSON, L.  (23388)  UPB",2019-09-28,"Sat",23:11:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4646","Black","Man",FALSE,FALSE,3000,TRUE,"D4","SWANSON, L.  (23388)  UPB",2019-09-28,"Sat",23:11:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4647","Black","Man",FALSE,FALSE,3000,TRUE,"D4","SWANSON, L.  (23388)  UPB",2019-09-28,"Sat",23:11:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4648","Black","Man",FALSE,TRUE,NA,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2020-08-06,"Thu",19:22:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4649","Black","Man",FALSE,TRUE,NA,FALSE,"D4","MORALES, C. M. (23842)  UPB",2019-05-06,"Mon",17:18:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4650","Black","Man",FALSE,FALSE,2500,FALSE,"D4","KIRKMAN, D. J. (24993)  UPB",2022-02-07,"Mon",23:09:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4651","Black","Man",FALSE,FALSE,5000,FALSE,"D4","KEATING, R. J. (25369)  UPB",2022-03-08,"Tue",03:40:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4652","Black","Man",FALSE,TRUE,NA,TRUE,"D4","SWANSON, L.  (23388)  UPB",2020-05-27,"Wed",01:55:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4653","White","Man",FALSE,FALSE,NA,FALSE,"D4","HARRIS, T. K. (25593)  UPB",2022-03-13,"Sun",07:54:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4654","White","Man",FALSE,FALSE,NA,FALSE,"D4","DELOATCH, I. W. (14775)  UPB",2019-04-22,"Mon",14:20:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4655","White","Woman",FALSE,FALSE,1500,FALSE,"D4","THOMAS, J. M. (23843)  UPB",2021-11-15,"Mon",04:41:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4656","White","Man",FALSE,TRUE,NA,FALSE,"D4","TIDWELL, C. W. (13227)  UPB",2019-01-31,"Thu",15:11:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4657","White","Man",FALSE,TRUE,2500,FALSE,"D4","STONE, C. W. (24244)  UPB",2021-04-16,"Fri",15:42:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4658","White","Man",FALSE,TRUE,2300,FALSE,"D4","SWANSON, L.  (23388)  UPB",2022-01-11,"Tue",12:38:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4659","Black","Man",FALSE,FALSE,10000,TRUE,"D4","KING, T. G. (24189)  UPB",2020-09-30,"Wed",12:59:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4660","Black","Man",FALSE,TRUE,7500,FALSE,"D4","SCHIEFERLY, N.  (21484)  UPB",2021-06-11,"Fri",14:44:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4661","Black","Man",FALSE,FALSE,5000,FALSE,"D4","WALLER, B. C. (22880)  UPB",2020-07-08,"Wed",04:15:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4662","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","WALLER, B. C. (22880)  UPB",2019-05-14,"Tue",05:09:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4663","Black","Man",FALSE,FALSE,NA,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2021-08-21,"Sat",12:31:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4664","Black","Man",FALSE,TRUE,NA,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2021-08-21,"Sat",14:32:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4665","Black","Man",FALSE,FALSE,NA,TRUE,"D4","FLAMION, J. L. (18600)  ISB",2018-12-07,"Fri",01:07:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4666","Black","Man",FALSE,FALSE,5000,FALSE,"D4","GURLEY, R. L. (22860)  UPB",2020-09-02,"Wed",11:29:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4667","White","Man",FALSE,FALSE,500,FALSE,"D4","DIXON, S. B. (24191)  UPB",2020-02-03,"Mon",17:49:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4668","Black","Man",FALSE,TRUE,NA,FALSE,"D4","SWANSON, L.  (23388)  UPB",2022-03-14,"Mon",04:24:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4669","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","MCNALLY, R.  (23978)  UPB",2020-04-20,"Mon",06:39:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4670","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","SWANSON, L.  (23388)  UPB",2020-01-25,"Sat",07:49:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4671","Black","Man",FALSE,FALSE,2000,TRUE,"D4","SMITH, P. T. (12618)  UPB",2022-04-30,"Sat",01:19:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4672","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","ROSEBERRY, J. A. (19383)  UP",2019-04-01,"Mon",17:11:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4673","Black","Man",FALSE,TRUE,NA,FALSE,"D4","ROSEBERRY, J. A. (19383)  UP",2019-04-01,"Mon",19:07:00,FALSE,"Yes","Yes","Yes","US/Eastern"
"4674","Black","Man",FALSE,TRUE,NA,TRUE,"D4","FLORES, D.  (23379)  ISB",2021-10-01,"Fri",03:33:00,FALSE,"Yes","Yes","Yes","US/Eastern"
